lp_w,Pf_Pe,alpha,back_frac,mean_vx
1.0,1.25,1.7560070758573971,0.4780514,2.512786145432146
1.0,1.375,1.7744338218457436,0.4716554,3.2679719796243485
1.0,1.5,1.8750386371389234,0.4625561,4.296936092159734
1.0,1.625,1.9002430564119148,0.454809,5.1969751588668425
1.0,1.75,1.9530698598703244,0.4465606,6.145042723841565
1.0,1.875,1.9235101459421395,0.438213,7.114866378969622
1.0,2.0,1.9607365783272945,0.4310455,7.959152935998696
1.25,0.125,1.2576971839232731,0.507972,-0.8923919638625931
1.25,0.25,1.547453408222907,0.5167808,-1.8910410134430793
1.25,0.375,1.6601905998012478,0.5189045999999999,-2.121656066062309
1.25,0.5,1.8220848509115324,0.5202054,-2.265261313088057
1.25,0.625,1.8271380555753396,0.5189280000000001,-2.1021064808804466
1.25,0.75,1.675939492253563,0.5127621,-1.4063189409704275
1.25,0.875,1.361677881407839,0.5075442,-0.796869091033732
1.25,1.0,1.120729302074506,0.4983558,0.21737547045046804
1.25,1.125,1.5727041946073812,0.48999410000000004,1.1612348684923948
1.25,1.25,1.5774789877715973,0.4821159,2.08729763885989
1.25,1.375,1.73667644219739,0.4720339,3.2536646755783107
1.25,1.5,1.9148342338660422,0.4626496,4.342172266084696
1.25,1.625,1.9082261558793279,0.4523275,5.517291937630255
1.25,1.75,1.9400433202977103,0.44217639999999997,6.733576719217874
1.25,1.875,1.9797162751670339,0.432185,7.9026718113969805
1.25,2.0,1.9599324035276233,0.421244,9.216233104883177
1.5,0.125,1.4366253167031946,0.5184312999999999,-2.067045003589947
1.5,0.25,1.786080300363329,0.5276365000000001,-3.1039977626695814
1.5,0.375,1.9016673471313472,0.533748,-3.808602490860936
1.5,0.5,1.905359612250959,0.5346183999999999,-3.8954971604621895
1.5,0.625,1.9452283962096193,0.5310674,-3.4740804232113147
1.5,0.75,1.9989160758562556,0.5238576,-2.64973549555777
1.5,0.875,1.7385103907667676,0.5165951999999999,-1.8080919882251814
1.5,1.0,1.2378120636765666,0.5063964,-0.6583856019632497
1.5,1.125,1.1711297060997752,0.49558379999999996,0.5895805496685559
1.5,1.25,1.6677604100044012,0.4858247,1.7213907381514129
1.5,1.375,1.725838738120232,0.4751478,2.955654433039337
1.5,1.5,1.8845054385682987,0.4621654,4.438932399507779
1.5,1.625,1.9303819556105504,0.4502921,5.856804182572251
1.5,1.75,1.9205907885719822,0.4389242,7.203299162013661
1.5,1.875,1.944168134082563,0.42659169999999996,8.68023174806781
1.5,2.0,1.9353081868435464,0.4155218,10.002227842026514
1.75,0.125,1.4894250556776936,0.5253473000000001,-2.8670524607604317
1.75,0.25,1.910100526086578,0.5419893,-4.74851106360511
1.75,0.375,1.988152938139954,0.5509889,-5.746022306242868
1.75,0.5,1.9885721244448298,0.5507882,-5.7260946859319475
1.75,0.625,2.024418220921747,0.5443893,-5.0012238848888115
1.75,0.75,1.9818012830990688,0.5370742,-4.139882681902749
1.75,0.875,2.044786636726245,0.5265679,-2.958555234881453
1.75,1.0,1.8308542217388453,0.5150634,-1.6218929902407375
1.75,1.125,0.8051239014831458,0.50259,-0.18453999553491618
1.75,1.25,1.493412355105866,0.4894379,1.3429066926061635
1.75,1.375,1.6666351260655836,0.4773078,2.748502657202307
1.75,1.5,1.928289161427084,0.4637399,4.309383024004985
1.75,1.625,1.8973620042469976,0.4495824,6.040974544134908
1.75,1.75,1.9766950767344982,0.4371267,7.5262331818926675
1.75,1.875,1.9330511966477455,0.4233714,9.196465827560868
1.75,2.0,1.945180820822875,0.4080371,11.104939845720088
2.0,0.125,1.6618218318873708,0.5352469,-4.016478505664487
2.0,0.25,1.9943856805704758,0.5598169000000001,-6.797197371791732
2.0,0.375,2.0214058043897674,0.5659461,-7.480511103771031
2.0,0.5,2.033890389639599,0.5657401999999999,-7.462127994540328
2.0,0.625,2.003826540837616,0.5585326,-6.627802900594719
2.0,0.75,2.030119960627306,0.5479712,-5.389942608844591
